Entity,Code,Day,"Excess mortality P-scores, all ages"
Netherlands,NLD,2020-11-15,25.56
Netherlands,NLD,2020-11-22,14.66
Netherlands,NLD,2020-11-29,17.15
Netherlands,NLD,2020-12-06,18.74
Netherlands,NLD,2020-12-13,17.29
Netherlands,NLD,2020-12-20,27.24
Netherlands,NLD,2020-12-27,28.07
Netherlands,NLD,2021-01-03,35.51
Netherlands,NLD,2021-01-10,26.06
Netherlands,NLD,2021-01-17,14.44
Netherlands,NLD,2021-01-24,16.84
Netherlands,NLD,2021-01-31,10.97
Netherlands,NLD,2021-02-07,9.93
Netherlands,NLD,2021-02-14,7.46
Netherlands,NLD,2021-02-21,4.7
Netherlands,NLD,2021-02-28,-5.87
Netherlands,NLD,2021-03-07,-7.09
Netherlands,NLD,2021-03-14,-0.65
New Zealand,NZL,2020-01-05,3.97
New Zealand,NZL,2020-01-12,-1.19
New Zealand,NZL,2020-01-19,11.59
New Zealand,NZL,2020-01-26,4.21
New Zealand,NZL,2020-02-02,7.33
New Zealand,NZL,2020-02-09,3.7
New Zealand,NZL,2020-02-16,11.75
New Zealand,NZL,2020-02-23,9.35
New Zealand,NZL,2020-03-01,3.05
New Zealand,NZL,2020-03-08,5.96
New Zealand,NZL,2020-03-15,2.04
New Zealand,NZL,2020-03-22,6.11
New Zealand,NZL,2020-03-29,3.23
New Zealand,NZL,2020-04-05,6.22
New Zealand,NZL,2020-04-12,11.28
New Zealand,NZL,2020-04-19,7.79
New Zealand,NZL,2020-04-26,4.19
New Zealand,NZL,2020-05-03,-8.18
New Zealand,NZL,2020-05-10,-0.41
New Zealand,NZL,2020-05-17,0.75
New Zealand,NZL,2020-05-24,-4.46
New Zealand,NZL,2020-05-31,-8.82
New Zealand,NZL,2020-06-07,-6.96
New Zealand,NZL,2020-06-14,-3.54
New Zealand,NZL,2020-06-21,-6.14
New Zealand,NZL,2020-06-28,-7.99
New Zealand,NZL,2020-07-05,-9.38
New Zealand,NZL,2020-07-12,-12.48
New Zealand,NZL,2020-07-19,-3.61
New Zealand,NZL,2020-07-26,-6.36
New Zealand,NZL,2020-08-02,-7.71
New Zealand,NZL,2020-08-09,-12.64
New Zealand,NZL,2020-08-16,-11.55
New Zealand,NZL,2020-08-23,-4.57
New Zealand,NZL,2020-08-30,-12.45
New Zealand,NZL,2020-09-06,-5.01
New Zealand,NZL,2020-09-13,-8.67
New Zealand,NZL,2020-09-20,-10.2
New Zealand,NZL,2020-09-27,-5.56
New Zealand,NZL,2020-10-04,1.24
New Zealand,NZL,2020-10-11,-7.1
New Zealand,NZL,2020-10-18,0
New Zealand,NZL,2020-10-25,12.14
New Zealand,NZL,2020-11-01,-5.82
New Zealand,NZL,2020-11-08,3.08
New Zealand,NZL,2020-11-15,-0.31
New Zealand,NZL,2020-11-22,0.1
New Zealand,NZL,2020-11-29,10.13
New Zealand,NZL,2020-12-06,11.46
New Zealand,NZL,2020-12-13,6.39
New Zealand,NZL,2020-12-20,15.04
New Zealand,NZL,2020-12-27,6.56
New Zealand,NZL,2021-01-03,14.75
New Zealand,NZL,2021-01-10,17.14
New Zealand,NZL,2021-01-17,7.14
New Zealand,NZL,2021-01-24,14.38
New Zealand,NZL,2021-01-31,2.5
New Zealand,NZL,2021-02-07,11.52
New Zealand,NZL,2021-02-14,12.7
New Zealand,NZL,2021-02-21,4.88
New Zealand,NZL,2021-02-28,-0.14
Nicaragua,NIC,2020-01-31,1.66
Nicaragua,NIC,2020-02-29,3.98
Nicaragua,NIC,2020-03-31,42.47
Nicaragua,NIC,2020-04-30,66.69
Nicaragua,NIC,2020-05-31,73.11
Nicaragua,NIC,2020-06-30,66.71
Nicaragua,NIC,2020-07-31,71.15
Nicaragua,NIC,2020-08-31,70.84
North Macedonia,MKD,2020-01-31,-14
North Macedonia,MKD,2020-02-29,-6.58
North Macedonia,MKD,2020-03-31,-7.15
North Macedonia,MKD,2020-04-30,0.85
North Macedonia,MKD,2020-05-31,-2.13
North Macedonia,MKD,2020-06-30,20.83
North Macedonia,MKD,2020-07-31,20.45
North Macedonia,MKD,2020-08-31,11.66
North Macedonia,MKD,2020-09-30,17.45
North Macedonia,MKD,2020-10-31,4.54
North Macedonia,MKD,2020-11-30,94.53
North Macedonia,MKD,2020-12-31,141.92
Northern Ireland,,2020-01-05,-14.11
Northern Ireland,,2020-01-12,-1.45
Northern Ireland,,2020-01-19,5.76
Northern Ireland,,2020-01-26,-8.44
Northern Ireland,,2020-02-02,-8.96
Northern Ireland,,2020-02-09,0.42
Northern Ireland,,2020-02-16,-3.35
Northern Ireland,,2020-02-23,-16.95
Northern Ireland,,2020-03-01,4.08
Northern Ireland,,2020-03-08,-9.88
Northern Ireland,,2020-03-15,3.71
Northern Ireland,,2020-03-22,-14.4
Northern Ireland,,2020-03-29,-6.76
Northern Ireland,,2020-04-05,56.68
Northern Ireland,,2020-04-12,45.19
Northern Ireland,,2020-04-19,45.7
Northern Ireland,,2020-04-26,56.98
Northern Ireland,,2020-05-03,43.38
Northern Ireland,,2020-05-10,20.95
Northern Ireland,,2020-05-17,34.88
Northern Ireland,,2020-05-24,10.85
Northern Ireland,,2020-05-31,23.05
Northern Ireland,,2020-06-07,4.25
Northern Ireland,,2020-06-14,2.89
Northern Ireland,,2020-06-21,5.53
Northern Ireland,,2020-06-28,4.31
Northern Ireland,,2020-07-05,3.66
Northern Ireland,,2020-07-12,17.82
Northern Ireland,,2020-07-19,-10.58
Northern Ireland,,2020-07-26,9.41
Northern Ireland,,2020-08-02,-1.87
Northern Ireland,,2020-08-09,8.86
Northern Ireland,,2020-08-16,5.22
Northern Ireland,,2020-08-23,14.48
Northern Ireland,,2020-08-30,22.57
Northern Ireland,,2020-09-06,-9.65
Northern Ireland,,2020-09-13,0.82
Northern Ireland,,2020-09-20,17.43
Northern Ireland,,2020-09-27,13.33
Northern Ireland,,2020-10-04,11.19
Northern Ireland,,2020-10-11,17.97
Northern Ireland,,2020-10-18,-5.63
Northern Ireland,,2020-10-25,39.44
Northern Ireland,,2020-11-01,28.22
Northern Ireland,,2020-11-08,32.28
Northern Ireland,,2020-11-15,29.63
Northern Ireland,,2020-11-22,27.58
Northern Ireland,,2020-11-29,11.9
Northern Ireland,,2020-12-06,20.34
Northern Ireland,,2020-12-13,7.65
Northern Ireland,,2020-12-20,3.67
Northern Ireland,,2020-12-27,45.13
Northern Ireland,,2021-01-03,55.9
Northern Ireland,,2021-01-10,38.2
Northern Ireland,,2021-01-17,10.81
Northern Ireland,,2021-01-24,21.98
Northern Ireland,,2021-01-31,15.3
Northern Ireland,,2021-02-07,30.21
Northern Ireland,,2021-02-14,15.55
Northern Ireland,,2021-02-21,11.18
Northern Ireland,,2021-02-28,-1.85
Northern Ireland,,2021-03-07,-4.32
Norway,NOR,2020-01-05,-6.75
Norway,NOR,2020-01-12,3.75
Norway,NOR,2020-01-19,-7.74
Norway,NOR,2020-01-26,-2.58
Norway,NOR,2020-02-02,-8.96
Norway,NOR,2020-02-09,-7.41
Norway,NOR,2020-02-16,-1.9
Norway,NOR,2020-02-23,-6.18
Norway,NOR,2020-03-01,-4.49
Norway,NOR,2020-03-08,-7.99
Norway,NOR,2020-03-15,-0.27
Norway,NOR,2020-03-22,-0.98
Norway,NOR,2020-03-29,9.45
Norway,NOR,2020-04-05,4.08
Norway,NOR,2020-04-12,6.92
Norway,NOR,2020-04-19,6.42
Norway,NOR,2020-04-26,-0.51
Norway,NOR,2020-05-03,1.4
Norway,NOR,2020-05-10,0.76
Norway,NOR,2020-05-17,-5.47
Norway,NOR,2020-05-24,1.07
Norway,NOR,2020-05-31,-7.23
Norway,NOR,2020-06-07,-4.93
Norway,NOR,2020-06-14,1.02
Norway,NOR,2020-06-21,2.07
Norway,NOR,2020-06-28,-6.97
Norway,NOR,2020-07-05,-6.63
Norway,NOR,2020-07-12,-7.38
Norway,NOR,2020-07-19,4.26
Norway,NOR,2020-07-26,1.05
Norway,NOR,2020-08-02,7.44
Norway,NOR,2020-08-09,2.76
Norway,NOR,2020-08-16,3.5
Norway,NOR,2020-08-23,4.02
Norway,NOR,2020-08-30,-4.83
Norway,NOR,2020-09-06,-1.77
Norway,NOR,2020-09-13,10.81
Norway,NOR,2020-09-20,7.13
Norway,NOR,2020-09-27,0.22
Norway,NOR,2020-10-04,7.64
Norway,NOR,2020-10-11,-0.99
Norway,NOR,2020-10-18,-4.83
Norway,NOR,2020-10-25,4.6
Norway,NOR,2020-11-01,4.46
Norway,NOR,2020-11-08,1.2
Norway,NOR,2020-11-15,-0.31
Norway,NOR,2020-11-22,2.82
Norway,NOR,2020-11-29,-3.23
Norway,NOR,2020-12-06,-4.63
Norway,NOR,2020-12-13,1.77
Norway,NOR,2020-12-20,-2.01
Norway,NOR,2020-12-27,-5.84
Norway,NOR,2021-01-03,-5.73
Norway,NOR,2021-01-10,-11.4
Norway,NOR,2021-01-17,-6.17
Norway,NOR,2021-01-24,-6.19
Norway,NOR,2021-01-31,-5.4
Norway,NOR,2021-02-07,-13.87
Norway,NOR,2021-02-14,-9.03
Norway,NOR,2021-02-21,-16.74
Oman,OMN,2020-01-31,2.3
Oman,OMN,2020-02-29,2.23
Oman,OMN,2020-03-31,8.04
Oman,OMN,2020-04-30,2
Oman,OMN,2020-05-31,10.69
Oman,OMN,2020-06-30,29.01
Oman,OMN,2020-07-31,43.47
Oman,OMN,2020-08-31,43.08
Oman,OMN,2020-09-30,58.26
Oman,OMN,2020-10-31,53.47
Oman,OMN,2020-11-30,29.57
Oman,OMN,2020-12-31,13.61
Oman,OMN,2021-01-31,4.56
Panama,PAN,2020-01-31,22.06
Panama,PAN,2020-02-29,5.59
Panama,PAN,2020-03-31,-18.48
Panama,PAN,2020-04-30,-95.59
Panama,PAN,2020-05-31,59.45
Panama,PAN,2020-06-30,42.36
Panama,PAN,2020-07-31,62.69
Panama,PAN,2020-08-31,62.74
Panama,PAN,2020-09-30,45.98
Panama,PAN,2020-10-31,27.44
Panama,PAN,2020-11-30,31.67
Panama,PAN,2020-12-31,29.04
Paraguay,PRY,2020-01-31,8.63
Paraguay,PRY,2020-02-29,22.64
Paraguay,PRY,2020-03-31,18.44
Paraguay,PRY,2020-04-30,2.25
Paraguay,PRY,2020-05-31,-5.22
Paraguay,PRY,2020-06-30,-9.12
Paraguay,PRY,2020-07-31,-6.04
Paraguay,PRY,2020-08-31,17.07
Paraguay,PRY,2020-09-30,28.22
Paraguay,PRY,2020-10-31,30.57
Paraguay,PRY,2020-11-30,20.96
Paraguay,PRY,2020-12-31,23.54
Philippines,PHL,2020-01-31,2.83
Philippines,PHL,2020-02-29,1.68
Philippines,PHL,2020-03-31,-4.52
Philippines,PHL,2020-04-30,-5.82
Philippines,PHL,2020-05-31,2.08
Philippines,PHL,2020-06-30,4.98
Philippines,PHL,2020-07-31,11.14
Philippines,PHL,2020-08-31,11.97
Philippines,PHL,2020-09-30,8.79
Philippines,PHL,2020-10-31,4.46
Philippines,PHL,2020-11-30,2.71
Poland,POL,2020-01-05,-0.47
Poland,POL,2020-01-12,-3.18
Poland,POL,2020-01-19,-5.63
Poland,POL,2020-01-26,-6.94
Poland,POL,2020-02-02,-3.51
Poland,POL,2020-02-09,-5.41
Poland,POL,2020-02-16,-2.86
Poland,POL,2020-02-23,-3.59
Poland,POL,2020-03-01,-3.61
Poland,POL,2020-03-08,-3.08
Poland,POL,2020-03-15,0.02
Poland,POL,2020-03-22,0.56
Poland,POL,2020-03-29,0.02
Poland,POL,2020-04-05,0.43
Poland,POL,2020-04-12,2.45
Poland,POL,2020-04-19,7.57
Poland,POL,2020-04-26,1.65
Poland,POL,2020-05-03,4.47
Poland,POL,2020-05-10,4.06
Poland,POL,2020-05-17,5.46
Poland,POL,2020-05-24,3.87
Poland,POL,2020-05-31,5.44
Poland,POL,2020-06-07,8.35
Poland,POL,2020-06-14,7.59
Poland,POL,2020-06-21,3.26
Poland,POL,2020-06-28,5.29
Poland,POL,2020-07-05,9.11
Poland,POL,2020-07-12,4.45
Poland,POL,2020-07-19,6.22
Poland,POL,2020-07-26,3.36
Poland,POL,2020-08-02,8.01
Poland,POL,2020-08-09,10.87
Poland,POL,2020-08-16,15.15
Poland,POL,2020-08-23,16.03
Poland,POL,2020-08-30,4.33
Poland,POL,2020-09-06,7.86
Poland,POL,2020-09-13,10.96
Poland,POL,2020-09-20,14.25
Poland,POL,2020-09-27,10.82
Poland,POL,2020-10-04,10.43
Poland,POL,2020-10-11,21.37
Poland,POL,2020-10-18,32.93
Poland,POL,2020-10-25,62.7
Poland,POL,2020-11-01,94.01
Poland,POL,2020-11-08,116.66
Poland,POL,2020-11-15,107.31
Poland,POL,2020-11-22,94.23
Poland,POL,2020-11-29,77.7
Poland,POL,2020-12-06,64.78
Poland,POL,2020-12-13,53.21
Poland,POL,2020-12-20,45.6
Poland,POL,2020-12-27,46.35
Poland,POL,2021-01-03,42.1
Poland,POL,2021-01-10,34.78
Poland,POL,2021-01-17,28.79
Poland,POL,2021-01-24,28.92
Poland,POL,2021-01-31,20.4
Poland,POL,2021-02-07,10.85
Poland,POL,2021-02-14,12.04
Poland,POL,2021-02-21,13.28
Poland,POL,2021-02-28,9.96
Poland,POL,2021-03-07,8.34
Poland,POL,2021-03-14,12.81
Portugal,PRT,2020-01-05,-10.18
Portugal,PRT,2020-01-12,-5.13
Portugal,PRT,2020-01-19,-3.03
Portugal,PRT,2020-01-26,-5.48
Portugal,PRT,2020-02-02,0.08
Portugal,PRT,2020-02-09,-5.93
Portugal,PRT,2020-02-16,-13.41
Portugal,PRT,2020-02-23,-5.82
Portugal,PRT,2020-03-01,-6.3
Portugal,PRT,2020-03-08,-6.69
Portugal,PRT,2020-03-15,3.8
Portugal,PRT,2020-03-22,10.29
Portugal,PRT,2020-03-29,17.75
Portugal,PRT,2020-04-05,21.45
Portugal,PRT,2020-04-12,23.77
Portugal,PRT,2020-04-19,18.88
Portugal,PRT,2020-04-26,16.2
Portugal,PRT,2020-05-03,10.05
Portugal,PRT,2020-05-10,13.09
Portugal,PRT,2020-05-17,5.05
Portugal,PRT,2020-05-24,7.93
Portugal,PRT,2020-05-31,21.72
Portugal,PRT,2020-06-07,7.59
Portugal,PRT,2020-06-14,-0.19
Portugal,PRT,2020-06-21,-2.22
Portugal,PRT,2020-06-28,14.54
Portugal,PRT,2020-07-05,13.55
Portugal,PRT,2020-07-12,20.79
Portugal,PRT,2020-07-19,44.09
Portugal,PRT,2020-07-26,31.46
Portugal,PRT,2020-08-02,16.38
Portugal,PRT,2020-08-09,7.67
Portugal,PRT,2020-08-16,5.97
Portugal,PRT,2020-08-23,4.93
Portugal,PRT,2020-08-30,15.5
Portugal,PRT,2020-09-06,11.77
Portugal,PRT,2020-09-13,24.82
Portugal,PRT,2020-09-20,16.3
Portugal,PRT,2020-09-27,1.15
Portugal,PRT,2020-10-04,11.64
Portugal,PRT,2020-10-11,15.01
Portugal,PRT,2020-10-18,13.92
Portugal,PRT,2020-10-25,11.88
Portugal,PRT,2020-11-01,24.33
Portugal,PRT,2020-11-08,25.88
Portugal,PRT,2020-11-15,31.75
Portugal,PRT,2020-11-22,27.49
Portugal,PRT,2020-11-29,22.02
Portugal,PRT,2020-12-06,27.03
Portugal,PRT,2020-12-13,32.48
Portugal,PRT,2020-12-20,21.51
Portugal,PRT,2020-12-27,9.55
Portugal,PRT,2021-01-03,23.38
Portugal,PRT,2021-01-10,36.52
Portugal,PRT,2021-01-17,64.03
Portugal,PRT,2021-01-24,76.03
Portugal,PRT,2021-01-31,69.51
Portugal,PRT,2021-02-07,47.09
Portugal,PRT,2021-02-14,26.97
Portugal,PRT,2021-02-21,7.63
Portugal,PRT,2021-02-28,-0.8
Qatar,QAT,2020-01-31,-2.83
Qatar,QAT,2020-02-29,5.1
Qatar,QAT,2020-03-31,14.75
Qatar,QAT,2020-04-30,-12.35
Qatar,QAT,2020-05-31,17.71
Qatar,QAT,2020-06-30,62.21
Qatar,QAT,2020-07-31,49.94
Qatar,QAT,2020-08-31,14.71
Qatar,QAT,2020-09-30,16.38
Qatar,QAT,2020-10-31,16.86
Qatar,QAT,2020-11-30,-16.5
Qatar,QAT,2020-12-31,5.34
Qatar,QAT,2021-01-31,7.29
Romania,ROU,2020-01-05,-9.79
Romania,ROU,2020-01-12,-8.94
Romania,ROU,2020-01-19,-7.32
Romania,ROU,2020-01-26,-8
Romania,ROU,2020-02-02,-6.61
Romania,ROU,2020-02-09,-3.04
Romania,ROU,2020-02-16,-4.3
Romania,ROU,2020-02-23,-7.81
Romania,ROU,2020-03-01,-5.54
Romania,ROU,2020-03-08,-6.12
Romania,ROU,2020-03-15,-6.29
Romania,ROU,2020-03-22,-5.96
Romania,ROU,2020-03-29,-2.01
Romania,ROU,2020-04-05,-0.28
Romania,ROU,2020-04-12,2.49
Romania,ROU,2020-04-19,1.66
Romania,ROU,2020-04-26,3.49
Romania,ROU,2020-05-03,-1.23
Romania,ROU,2020-05-10,2.15
Romania,ROU,2020-05-17,4.64
Romania,ROU,2020-05-24,-2.91
Romania,ROU,2020-05-31,-1.61
Romania,ROU,2020-06-07,5.15
Romania,ROU,2020-06-14,7.9
Romania,ROU,2020-06-21,-2.85
Romania,ROU,2020-06-28,5.17
Romania,ROU,2020-07-05,17.86
Romania,ROU,2020-07-12,8.75
Romania,ROU,2020-07-19,6.91
Romania,ROU,2020-07-26,6.66
Romania,ROU,2020-08-02,18.27
Romania,ROU,2020-08-09,17.65
Romania,ROU,2020-08-16,17.43
Romania,ROU,2020-08-23,18
Romania,ROU,2020-08-30,18.63
Romania,ROU,2020-09-06,15.83
Romania,ROU,2020-09-13,15.21
Romania,ROU,2020-09-20,15.39
Romania,ROU,2020-09-27,11.26
Romania,ROU,2020-10-04,11.57
Romania,ROU,2020-10-11,18.52
Romania,ROU,2020-10-18,23.44
Romania,ROU,2020-10-25,31.41
Romania,ROU,2020-11-01,40.02
Romania,ROU,2020-11-08,55.36
Romania,ROU,2020-11-15,59.95
Romania,ROU,2020-11-22,66
Romania,ROU,2020-11-29,68.32
Romania,ROU,2020-12-06,66.4
Romania,ROU,2020-12-13,55.29
Romania,ROU,2020-12-20,38.35
Romania,ROU,2020-12-27,34.52
Romania,ROU,2021-01-03,26.91
Romania,ROU,2021-01-10,10.92
Romania,ROU,2021-01-17,6.65
Romania,ROU,2021-01-24,14.53
Russia,RUS,2020-01-31,-4.85
Russia,RUS,2020-02-29,-4.77
Russia,RUS,2020-03-31,-7.44
Russia,RUS,2020-04-30,-1.89
Russia,RUS,2020-05-31,8.94
Russia,RUS,2020-06-30,8.08
Russia,RUS,2020-07-31,20.95
Russia,RUS,2020-08-31,4.99
Russia,RUS,2020-09-30,18.34
Russia,RUS,2020-10-31,32.73
Russia,RUS,2020-11-30,49.66
Russia,RUS,2020-12-31,58.13
Russia,RUS,2021-01-31,27.45
San Marino,SMR,2020-01-31,-3.36
San Marino,SMR,2020-02-29,17.12
San Marino,SMR,2020-03-31,135.85
San Marino,SMR,2020-04-30,37.17
San Marino,SMR,2020-05-31,23.76
San Marino,SMR,2020-06-30,35.51
San Marino,SMR,2020-07-31,26.32
San Marino,SMR,2020-08-31,2.94
San Marino,SMR,2020-09-30,-9.09
San Marino,SMR,2020-10-31,30.21
San Marino,SMR,2020-11-30,23.81
San Marino,SMR,2020-12-31,110.28
Scotland,,2020-01-05,-8.93
Scotland,,2020-01-12,0.47
Scotland,,2020-01-19,-4.34
Scotland,,2020-01-26,-6.88
Scotland,,2020-02-02,-7.16
Scotland,,2020-02-09,-3.01
Scotland,,2020-02-16,-7.72
Scotland,,2020-02-23,-6.8
Scotland,,2020-03-01,0.53
Scotland,,2020-03-08,-1.68
Scotland,,2020-03-15,2.48
Scotland,,2020-03-22,6.75
Scotland,,2020-03-29,-3.51
Scotland,,2020-04-05,58.78
Scotland,,2020-04-12,79.85
Scotland,,2020-04-19,79.54
Scotland,,2020-04-26,68.94
Scotland,,2020-05-03,55.55
Scotland,,2020-05-10,38.75
Scotland,,2020-05-17,33.55
Scotland,,2020-05-24,17.28
Scotland,,2020-05-31,10.94
Scotland,,2020-06-07,3.5
Scotland,,2020-06-14,3.4
Scotland,,2020-06-21,4.47
Scotland,,2020-06-28,-1.75
Scotland,,2020-07-05,-3.44
Scotland,,2020-07-12,-4.7
Scotland,,2020-07-19,3.69
Scotland,,2020-07-26,-1.58
Scotland,,2020-08-02,4.89
Scotland,,2020-08-09,0.84
Scotland,,2020-08-16,-6.47
Scotland,,2020-08-23,4.68
Scotland,,2020-08-30,4.76
Scotland,,2020-09-06,6.28
Scotland,,2020-09-13,6.05
Scotland,,2020-09-20,-5.42
Scotland,,2020-09-27,-10.84
Scotland,,2020-10-04,15.24
Scotland,,2020-10-11,-0.63
Scotland,,2020-10-18,6.78
Scotland,,2020-10-25,12.79
Scotland,,2020-11-01,16.94
Scotland,,2020-11-08,13.12
Scotland,,2020-11-15,17.45
Scotland,,2020-11-22,20.33
Scotland,,2020-11-29,17.57
Scotland,,2020-12-06,13.72
Scotland,,2020-12-13,3.9
Scotland,,2020-12-20,1.97
Scotland,,2020-12-27,13.61
Scotland,,2021-01-03,11.07
Scotland,,2021-01-10,34.8
Scotland,,2021-01-17,-0.62
Scotland,,2021-01-24,12.81
Scotland,,2021-01-31,21.83
Scotland,,2021-02-07,17.69
Scotland,,2021-02-14,12.62
Scotland,,2021-02-21,12.93
Scotland,,2021-02-28,6.27
Scotland,,2021-03-07,3.28
Scotland,,2021-03-14,-7.29
Serbia,SRB,2020-01-31,-11.42
Serbia,SRB,2020-02-29,-1.49
Serbia,SRB,2020-03-31,-11.61
Serbia,SRB,2020-04-30,1.8
Serbia,SRB,2020-05-31,4.05
Serbia,SRB,2020-06-30,6.85
Serbia,SRB,2020-07-31,24.09
Serbia,SRB,2020-08-31,13.29
Serbia,SRB,2020-09-30,8.04
Serbia,SRB,2020-10-31,-1.42
Serbia,SRB,2020-11-30,31
Serbia,SRB,2020-12-31,80.6
Serbia,SRB,2021-01-31,5.99
Singapore,SGP,2020-01-31,17.37
Singapore,SGP,2020-02-29,10.66
Singapore,SGP,2020-03-31,6.73
Singapore,SGP,2020-04-30,13.48
Singapore,SGP,2020-05-31,4.57
Singapore,SGP,2020-06-30,-0.4
Singapore,SGP,2020-07-31,-3.49
Singapore,SGP,2020-08-31,5.36
Singapore,SGP,2020-09-30,7.98
Singapore,SGP,2020-10-31,1.6
Singapore,SGP,2020-11-30,7.35
Singapore,SGP,2020-12-31,5.19
Slovakia,SVK,2020-01-05,-1.02
Slovakia,SVK,2020-01-12,-4.21
Slovakia,SVK,2020-01-19,-9.5
Slovakia,SVK,2020-01-26,-4.6
Slovakia,SVK,2020-02-02,-5.08
Slovakia,SVK,2020-02-09,-7.74
Slovakia,SVK,2020-02-16,-0.62
Slovakia,SVK,2020-02-23,-8.57
Slovakia,SVK,2020-03-01,-3.32
Slovakia,SVK,2020-03-08,-1.34
Slovakia,SVK,2020-03-15,1.83
Slovakia,SVK,2020-03-22,9.93
Slovakia,SVK,2020-03-29,0.25
Slovakia,SVK,2020-04-05,6.4
Slovakia,SVK,2020-04-12,-4.07
Slovakia,SVK,2020-04-19,-4.76
Slovakia,SVK,2020-04-26,-3.15
Slovakia,SVK,2020-05-03,-0.94
Slovakia,SVK,2020-05-10,5.3
Slovakia,SVK,2020-05-17,3.69
Slovakia,SVK,2020-05-24,-0.79
Slovakia,SVK,2020-05-31,-4.26
Slovakia,SVK,2020-06-07,4.42
Slovakia,SVK,2020-06-14,0.91
Slovakia,SVK,2020-06-21,-5.88
Slovakia,SVK,2020-06-28,1.12
Slovakia,SVK,2020-07-05,4.76
Slovakia,SVK,2020-07-12,3.29
Slovakia,SVK,2020-07-19,-0.04
Slovakia,SVK,2020-07-26,-6.49
Slovakia,SVK,2020-08-02,0.92
Slovakia,SVK,2020-08-09,10.45
Slovakia,SVK,2020-08-16,0.23
Slovakia,SVK,2020-08-23,2.7
Slovakia,SVK,2020-08-30,7.21
Slovakia,SVK,2020-09-06,2.47
Slovakia,SVK,2020-09-13,8.89
Slovakia,SVK,2020-09-20,-1.55
Slovakia,SVK,2020-09-27,5.13
